city,city_ascii,lat,lng,pop,country,iso2,iso3,province
Medina,Medina,24.49998903,39.5800024,1010000,Saudi Arabia,SA,SAU,Al Madinah
Tabuk,Tabuk,28.38383465,36.55496741,501703.5,Saudi Arabia,SA,SAU,Tabuk
Jeddah,Jeddah,21.51688946,39.21919755,2939723,Saudi Arabia,SA,SAU,Makkah
Makkah,Makkah,21.43002138,39.82003943,1354312,Saudi Arabia,SA,SAU,Makkah
Riyadh,Riyadh,24.64083315,46.77274166,4335480.5,Saudi Arabia,SA,SAU,Ar Riyad
Fatick,Fatick,14.3440021,-16.41599952,24243,Senegal,SM,SEN,Fatick
Diourbel,Diourbel,14.66038291,-16.24000126,148024,Senegal,SM,SEN,Diourbel
Louga,Louga,15.61037661,-16.25000065,85075,Senegal,SM,SEN,Louga
Thies,Thies,14.8103996,-16.93001083,293001,Senegal,SM,SEN,Thiès
Kolda,Kolda,12.91043805,-14.95002832,64038,Senegal,SM,SEN,Kolda
Tambacounda,Tambacounda,13.78035911,-13.68002832,89212,Senegal,SM,SEN,Tambacounda
Kedougou,Kedougou,12.56043357,-12.17999068,18074,Senegal,SM,SEN,Tambacounda
Ziguinchor,Ziguinchor,12.58999249,-16.28999821,175747,Senegal,SM,SEN,Ziguinchor
Kaolack,Kaolack,14.14997479,-16.10000981,277812,Senegal,SM,SEN,Kaolack
Kaedi,Kaedi,16.15000775,-13.49998763,21656,Senegal,SM,SEN,Matam
Dakar,Dakar,14.71583173,-17.47313013,2540200,Senegal,SM,SEN,Dakar
Subotica,Subotica,46.07001609,19.68002844,96704,Serbia,RS,SRB,Severno-Backi
Kragujevac,Kragujevac,44.01996035,20.92000443,159335,Serbia,RS,SRB,Šumadijski
Zrenjanin,Zrenjanin,45.3786371,20.39946773,64053,Serbia,RS,SRB,Srednje-Banatski
Pec,Pec,43.88973574,20.33011796,137332.5,Serbia,RS,SRB,Moravicki
Nis,Nis,43.33041587,21.8999963,230444,Serbia,RS,SRB,Nišavski
Novi Sad,Novi Sad,45.2503762,19.84994055,220428.5,Serbia,RS,SRB,Južno-Backi
Belgrade,Belgrade,44.81864545,20.46799068,1099000,Serbia,RS,SRB,Grad Beograd
Victoria,Victoria,-4.616631654,55.44998979,28228.5,Seychelles,SC,SYC,
Makeni,Makeni,8.880425638,-12.04997278,83116,Sierra Leone,SL,SLE,Northern
Koidu,Koidu,8.440478331,-10.84999435,45307.5,Sierra Leone,SL,SLE,Eastern
Kenema,Kenema,7.880409158,-11.18997359,133918.5,Sierra Leone,SL,SLE,Eastern
Bo,Bo,7.970016092,-11.74001754,170690.5,Sierra Leone,SL,SLE,Southern
Freetown,Freetown,8.470011412,-13.23421574,420384,Sierra Leone,SL,SLE,Western
Singapore,Singapore,1.293033466,103.8558207,4236614.5,Singapore,SG,SGP,
Banska Bystrica,Banska Bystrica,48.73329022,19.14998328,80784,Slovakia,SK,SVK,Banskobystrický
Trnava,Trnava,48.36659426,17.60000036,60919,Slovakia,SK,SVK,Trnavský
Zvolen,Zvolen,48.58373863,19.13324011,38276.5,Slovakia,SK,SVK,Banskobystrický
Zilina,Zilina,49.21982383,18.74938757,86805,Slovakia,SK,SVK,Žilinský
Kosice,Kosice,48.73044802,21.25001013,210316.5,Slovakia,SK,SVK,Košický
Presov,Presov,48.99973391,21.23936479,85368.5,Slovakia,SK,SVK,Prešov
Bratislava,Bratislava,48.15001833,17.11698075,398712,Slovakia,SK,SVK,Bratislavský
Maribor,Maribor,46.54047833,15.65004187,101642,Slovenia,SI,SVN,Maribor
Ljubljana,Ljubljana,46.05528831,14.51496903,284961,Slovenia,SI,SVN,Osrednjeslovenska
Gizo,Gizo,-8.09962319,156.8350158,6154,Solomon Islands,SB,SLB,Choiseul
Lata,Lata,-10.73801832,165.8567353,553,Solomon Islands,SB,SLB,Temotu
Honiara,Honiara,-9.437994295,159.9497657,66313,Solomon Islands,SB,SLB,Guadalcanal
Hudur,Xuddur,4.183298973,43.86670261,1639,Somalia,SO,SOM,Bakool
Garbahaarey,Garbahaarey,3.327003116,42.22700164,12652,Somalia,SO,SOM,Gedo
Bu'aale,Bu'aale,1.083303017,42.58330253,1490,Somalia,SO,SOM,Jubbada Dhexe
Dhuusa Mareeb,Dhuusa Mareeb,5.741999984,46.5080045,447,Somalia,SO,SOM,Galguduud
Buurhakaba,Buurhakaba,2.783717671,44.08329342,29529.5,Somalia,SO,SOM,Bay
Luuq,Luuq,3.800477314,42.55000199,33820,Somalia,SO,SOM,Gedo
Mandera,Mandera,3.940442931,41.86001827,44480.5,Somalia,SO,SOM,Gedo
Ferfer,Ferfer,5.085411803,45.16503617,5205.5,Somalia,SO,SOM,Hiiraan
Jawhar,Jawhar,2.767000345,45.51659094,86654,Somalia,SO,SOM,Shabeellaha Dhexe
Hurdiyo,Hurdiyo,10.5820272,51.12332882,176,Somalia,SO,SOM,Bari
Qardho,Qardho,9.500413634,49.16598059,1341,Somalia,SO,SOM,Bari
Caluula,Caluula,11.96695559,50.75001827,513,Somalia,SO,SOM,Bari
Buur Gaabo,Buur Gaabo,-1.200869868,41.85195979,3096,Somalia,SO,SOM,Jubbada Hoose
Baydhabo,Baydhabo,3.119976216,43.64998653,128830,Somalia,SO,SOM,Bay
Marka,Marka,1.776569843,44.85327226,1958,Somalia,SO,SOM,Shabeellaha Hoose
Mereeg,Mereeg,3.766577575,47.2999963,548,Somalia,SO,SOM,Galguduud
Beledweyne,Beledweyne,4.739980691,45.20002112,59177.5,Somalia,SO,SOM,Hiiraan
Boosaaso,Boosaaso,11.28002077,49.1799849,46969,Somalia,SO,SOM,Bari
Bandarbeyla,Bandarbeyla,9.483308735,50.81668087,13753,Somalia,SO,SOM,Bari
Gaalkacyo,Gaalkacyo,6.769960143,47.4300142,57350.5,Somalia,SO,SOM,Mudug
Eyl,Eyl,7.983348611,49.83327836,9636.5,Somalia,SO,SOM,Nugaal
Garoowe,Garoowe,8.399989847,48.50002641,2568,Somalia,SO,SOM,Nugaal
Jamaame,Jamaame,0.072177754,42.75055823,156923.5,Somalia,SO,SOM,Jubbada Hoose
Kismaayo,Kismaayo,-0.356633282,42.51832434,184901.5,Somalia,SO,SOM,Jubbada Hoose
Mogadishu,Mogadishu,2.066681334,45.36667761,987694,Somalia,SO,SOM,Banaadir
Laascaanood,Laascaanood,8.43329714,47.31669964,60100,Somaliland,,SOL,
Ceerigaabo,Ceerigaabo,10.58329807,47.33330461,165000,Somaliland,,SOL,
Boorama,Boorama,9.940412617,43.18004106,67664,Somaliland,-99,SOL,
Burco,Burco,9.520386575,45.54000037,102931.5,Somaliland,-99,SOL,
Maydh,Maydh,10.98009076,47.09752803,30000,Somaliland,-99,SOL,
Berbera,Berbera,10.43555035,45.01641475,178407,Somaliland,-99,SOL,
Hargeysa,Hargeysa,9.560022399,44.06531002,362447,Somaliland,-99,SOL,
Qacha's Nek,Qacha's Nek,-30.11726692,28.70199951,25573,South Africa,ZA,ZAF,Eastern Cape
Colesberg,Colesberg,-30.71953449,25.10000769,7491,South Africa,ZA,ZAF,Northern Cape
Poffader,Poffader,-29.13291299,19.38335404,4220,South Africa,ZA,ZAF,Northern Cape
Carnarvon,Carnarvon,-30.94959796,22.13331539,5785,South Africa,ZA,ZAF,Northern Cape
Prieska,Prieska,-29.65954751,22.73002315,7640.5,South Africa,ZA,ZAF,Northern Cape
Kuruman,Kuruman,-27.4495532,23.42000688,9549.5,South Africa,ZA,ZAF,Northern Cape
Knysna,Knysna,-34.03292397,23.03331213,33887,South Africa,ZA,ZAF,Western Cape
Swellendam,Swellendam,-34.01959145,20.4300085,8954,South Africa,ZA,ZAF,Western Cape
Hermanus,Hermanus,-34.40959349,19.22992672,16274.5,South Africa,ZA,ZAF,Western Cape
Paarl,Paarl,-33.69955931,18.96002071,159791.5,South Africa,ZA,ZAF,Western Cape
Bredasdorp,Bredasdorp,-34.52953449,20.02998124,8453,South Africa,ZA,ZAF,Western Cape
Beaufort West,Beaufort West,-32.34961587,22.56998124,28070.5,South Africa,ZA,ZAF,Western Cape
Brits,Brits,-25.62961261,27.77999914,81222,South Africa,ZA,ZAF,North West
Bloemhof,Bloemhof,-27.64959267,25.59000362,10662.5,South Africa,ZA,ZAF,North West
Potchefstroom,Potchefstroom,-26.69957314,27.09998897,103741.5,South Africa,ZA,ZAF,North West
Brandfort,Brandfort,-28.69955442,26.47000159,6190,South Africa,ZA,ZAF,Orange Free State
Bethlehem,Bethlehem,-28.21958372,28.29996741,66373,South Africa,ZA,ZAF,Orange Free State
Springs,Springs,-26.26957355,28.43003699,211238.5,South Africa,ZA,ZAF,Gauteng
Volksrust,Volksrust,-27.35958453,29.88999955,25394.5,South Africa,ZA,ZAF,Mpumalanga
Mbombela,Nelspruit,-25.46962238,30.98001054,184839,South Africa,ZA,ZAF,Mpumalanga
Komatipoort,Komatipoort,-25.40957436,31.94000362,10333.5,South Africa,ZA,ZAF,Mpumalanga
Middelburg,Middelburg,-25.75963051,29.47002519,124248,South Africa,ZA,ZAF,Mpumalanga
Bethal,Bethal,-26.46961302,29.45002641,96184.5,South Africa,ZA,ZAF,Mpumalanga
Standerton,Standerton,-26.93950682,29.24001339,46057,South Africa,ZA,ZAF,Mpumalanga
Lebowakgomo,Lebowakgomo,-24.19962238,29.49999752,16852.5,South Africa,ZA,ZAF,Limpopo
Tzaneen,Tzaneen,-23.81954222,30.16998246,42099.5,South Africa,ZA,ZAF,Limpopo
Ulundi,Ulundi,-28.32960285,31.41001013,13167,South Africa,ZA,ZAF,KwaZulu-Natal
Ladysmith,Ladysmith,-28.54948606,29.7800321,47375,South Africa,ZA,ZAF,KwaZulu-Natal
Port Shepstone,Port Shepstone,-30.71953449,30.4599906,37325.5,South Africa,ZA,ZAF,KwaZulu-Natal
Ubomba,Ubomba,-27.56608356,32.08330237,564,South Africa,ZA,ZAF,KwaZulu-Natal
Cradock,Cradock,-32.19954751,25.6100024,32898,South Africa,ZA,ZAF,Eastern Cape
Uitenhage,Uitenhage,-33.75960732,25.39001583,217839,South Africa,ZA,ZAF,Eastern Cape
Port Alfred,Port Alfred,-33.59951373,26.8800024,9377,South Africa,ZA,ZAF,Eastern Cape
Grahamstown,Grahamstown,-33.29958372,26.52002437,70315.5,South Africa,ZA,ZAF,Eastern Cape
Port St. Johns,Port St. Johns,-31.62785114,29.5283162,5939,South Africa,ZA,ZAF,Eastern Cape
Aliwal North,Aliwal North,-30.68956216,26.71003861,26423,South Africa,ZA,ZAF,Eastern Cape
Queenstown,Queenstown,-31.89961749,26.8800024,96274.5,South Africa,ZA,ZAF,Eastern Cape
Benoni,Benoni,-26.14958087,28.32993974,1795672,South Africa,ZA,ZAF,Gauteng
Vereeniging,Vereeniging,-26.64960203,27.95998816,774340.5,South Africa,ZA,ZAF,Gauteng
De Aar,De Aar,-30.64997801,24.00002315,18669.5,South Africa,ZA,ZAF,Northern Cape
Alexander Bay,Alexander Bay,-28.60834552,16.50332312,1476,South Africa,ZA,ZAF,Northern Cape
Kimberley,Kimberley,-28.74683836,24.77000199,153676.5,South Africa,ZA,ZAF,Northern Cape
Oudtshoorn,Oudtshoorn,-33.58003172,22.19000443,62353,South Africa,ZA,ZAF,Western Cape
Vanhynsdorp,Vanhynsdorp,-31.61663735,18.7333162,3331,South Africa,ZA,ZAF,Western Cape
Saldanha,Saldanha,-33.01004067,17.93000606,37469,South Africa,ZA,ZAF,Western Cape
Mossel Bay,Mossel Bay,-34.17002155,22.1300081,16743,South Africa,ZA,ZAF,Western Cape
Vryburg,Vryburg,-26.96002236,24.73000443,31589,South Africa,ZA,ZAF,North West
Rustenburg,Rustenburg,-25.6500248,27.2400321,145020,South Africa,ZA,ZAF,North West
Mmabatho,Mmabatho,-25.83001382,25.6100024,90591,South Africa,ZA,ZAF,North West
Klerksdorp,Klerksdorp,-26.88002724,26.62001827,163362.5,South Africa,ZA,ZAF,North West
Kroonstad,Kroonstad,-27.66003131,27.2100081,88413.5,South Africa,ZA,ZAF,Orange Free State
Polokwane,Polokwane,-23.89002887,29.45002641,171897,South Africa,ZA,ZAF,Limpopo
Thohoyandou,Thohoyandou,-22.95003457,30.48004106,156876.5,South Africa,ZA,ZAF,Limpopo
Musina,Musina,-22.33999428,30.02999101,11848,South Africa,ZA,ZAF,Limpopo
Vryheid,Vryheid,-27.76002521,30.7899963,108364.5,South Africa,ZA,ZAF,KwaZulu-Natal
Pietermaritzburg,Pietermaritzburg,-29.61004148,30.39002071,620898,South Africa,ZA,ZAF,KwaZulu-Natal
Umtata,Umtata,-31.57999876,28.79001501,108217.5,South Africa,ZA,ZAF,Eastern Cape
Graaff Reinet,Graaff Reinet,-32.30000649,24.54004187,32958.5,South Africa,ZA,ZAF,Eastern Cape
Bhisho,Bhisho,-32.86999754,27.38999711,149142,South Africa,ZA,ZAF,Eastern Cape
Springbok,Springbok,-29.66673053,17.88329057,6623.5,South Africa,ZA,ZAF,Northern Cape
Upington,Upington,-28.46003416,21.23001135,62086,South Africa,ZA,ZAF,Northern Cape
Worcester,Worcester,-33.64002806,19.43993974,109200,South Africa,ZA,ZAF,Western Cape
George,George,-33.95003497,22.45004024,143915,South Africa,ZA,ZAF,Western Cape
Welkom,Welkom,-27.96998655,26.72998572,279011.5,South Africa,ZA,ZAF,Orange Free State
East London,East London,-32.97004311,27.87001949,338627,South Africa,ZA,ZAF,Eastern Cape
Middelburg,Middelburg,-31.50000364,25.00998734,10964,South Africa,ZA,ZAF,Eastern Cape
Bloemfontein,Bloemfontein,-29.11999388,26.22991288,459866.5,South Africa,ZA,ZAF,Orange Free State
Pretoria,Pretoria,-25.70692055,28.22942908,1338000,South Africa,ZA,ZAF,Gauteng
Port Elizabeth,Port Elizabeth,-33.97003375,25.60002885,830527,South Africa,ZA,ZAF,Eastern Cape
Durban,Durban,-29.865013,30.98001054,2729000,South Africa,ZA,ZAF,KwaZulu-Natal
Johannesburg,Johannesburg,-26.17004474,28.03000972,2730734.5,South Africa,ZA,ZAF,Gauteng
Cape Town,Cape Town,-33.92001097,18.43498816,2823929,South Africa,ZA,ZAF,Western Cape
Grytviken,Grytviken,-54.28057697,-36.50798893,99,South Georgia and the Islands,GS,SGS,
Eumseong,Eumseong,36.93525067,127.6897147,10077,South Korea,KR,KOR,Chungcheongbuk-do
Cheongju,Cheongju,36.64389895,127.5011991,719420.5,South Korea,KR,KOR,Chungcheongbuk-do
Wonju,Wonju,37.35514752,127.9396219,240898,South Korea,KR,KOR,Gangwon-do
Chuncheon,Chuncheon,37.87470237,127.7341565,218127.5,South Korea,KR,KOR,Gangwon-do
Ansan,Ansan,37.34806785,126.8595328,695110.5,South Korea,KR,KOR,Gyeonggi-do
Iksan,Iksan,35.94097027,126.9454191,261545,South Korea,KR,KOR,Jeollabuk-do
Gyeongju,Gyeongju,35.84275922,129.211689,148852.5,South Korea,KR,KOR,Daegu
Changwon,Masan,35.21910219,128.583562,1081499,South Korea,KR,KOR,Gyeongsangnam-do
Yeosu,Yeosu,34.73678021,127.7458353,302142,South Korea,KR,KOR,Gwangju
Andong,Andong,36.56591921,128.7250004,123920.5,South Korea,KR,KOR,Daegu
Jeju,Jeju,33.51013674,126.5219307,361258,South Korea,KR,KOR,Jeju
Gangneung,Gangneung,37.75587242,128.8961527,173797,South Korea,KR,KOR,Gangwon-do
Sokcho,Sokcho,38.20871299,128.5911584,85430,South Korea,KR,KOR,Gangwon-do
Jeonju,Jeonju,35.83141624,127.1403942,679948.5,South Korea,KR,KOR,Jeollabuk-do
Gunsan,Gunsan,35.98176575,126.7160215,243743,South Korea,KR,KOR,Jeollabuk-do
Mokpo,Mokpo,34.80680178,126.3958402,264210,South Korea,KR,KOR,Gwangju
Puch'on,Puch'on,37.4988889,126.7830556,866000,South Korea,KR,KOR,Gyeonggi-do
Songnam,Songnam,37.4386111,127.1377778,986967.5,South Korea,KR,KOR,Gyeonggi-do
Goyang,Goyang,37.65273586,126.8372485,903000,South Korea,KR,KOR,Gyeonggi-do
Suwon,Suwon,37.25778912,127.0108931,1078000,South Korea,KR,KOR,Gyeonggi-do
Pohang,Pohang,36.02086204,129.3715242,435266,South Korea,KR,KOR,Daegu
Ulsan,Ulsan,35.54673077,129.3169539,1011932.5,South Korea,KR,KOR,Ulsan
Daegu,Daegu,35.86678876,128.6069714,2460000,South Korea,KR,KOR,Taegu-gwangyoksi
Incheon,Incheon,37.47614789,126.6422334,2550000,South Korea,KR,KOR,Inch'on-gwangyoksi
Daejeon,Daejeon,36.33554567,127.425028,1458165,South Korea,KR,KOR,Daejeon
Gwangju,Gwangju,35.1709656,126.9104341,1428469,South Korea,KR,KOR,Kwangju-gwangyoksi
Busan,Busan,35.09505292,129.0100476,3480000,South Korea,KR,KOR,Busan
Seoul,Seoul,37.5663491,126.999731,9796000,South Korea,KR,KOR,Seoul
Bentiu,Bentiu,9.2333333,29.8333333,7653,South Sudan,SS,SSD,Unity
Maridi,Maridi,4.91511212,29.47694983,7757.5,South Sudan,SS,SSD,West Equatoria
Yei,Yei,4.090382099,30.68002885,112691,South Sudan,SS,SSD,Central Equatoria
Melut,Melut,10.43369,32.20003943,6407,South Sudan,SS,SSD,Upper Nile
Nasir,Nasir,8.600391051,33.06660152,1741,South Sudan,SS,SSD,Upper Nile
Gogrial,Gogrial,8.533728454,28.1166711,44318.5,South Sudan,SS,SSD,Warap
Kapoeta,Kapoeta,4.772123432,33.59023881,5021,South Sudan,SS,SSD,East Equatoria
Aweil,Aweil,8.766556619,27.40002234,42725,South Sudan,SS,SSD,North Bahr-al-Ghazal
Rumbek,Rumbek,6.800009988,29.68329382,17772.5,South Sudan,SS,SSD,Lakes
Yambio,Yambio,4.57053367,28.41634273,24420.5,South Sudan,SS,SSD,West Equatoria
Bor,Bor,6.207203795,31.55914831,26782,South Sudan,SS,SSD,Jungoli
Nimule,Nimule,3.599998595,32.05002274,242,South Sudan,SS,SSD,East Equatoria
Juba,Juba,4.829975198,31.58002559,111975,South Sudan,SS,SSD,Central Equatoria
Malakal,Malakal,9.536897195,31.65598995,160765,South Sudan,SS,SSD,Upper Nile
Wau,Wau,7.699980895,27.98996049,99158,South Sudan,SS,SSD,West Bahr-al-Ghazal
Merida,Merida,38.91200402,-6.337997512,52423,Spain,ES,ESP,Extremadura
Marbella,Marbella,36.51661989,-4.88333012,153069.5,Spain,ES,ESP,Andalucía
Linares,Linares,38.08332013,-3.633354738,49549.5,Spain,ES,ESP,Andalucía
Algeciras,Algeciras,36.12671215,-5.466530363,106687.5,Spain,ES,ESP,Andalucía
Leon,Leon,42.57997072,-5.570006553,135014,Spain,ES,ESP,Castilla y León
Mataro,Mataro,41.53995668,2.45002071,149826,Spain,ES,ESP,Cataluña
Gijon,Gijon,43.53001609,-5.670000449,303712,Spain,ES,ESP,Principado de Asturias
Vitoria,Vitoria,42.84998008,-2.669976849,199109.5,Spain,ES,ESP,País Vasco
Almeria,Almeria,36.83034751,-2.429991497,152032.5,Spain,ES,ESP,Andalucía
Malaga,Malaga,36.7204059,-4.419999228,539381.5,Spain,ES,ESP,Andalucía
Jaén,Jaen,37.77039349,-3.799985394,92909,Spain,ES,ESP,Andalucía
Huelva,Huelva,37.25037355,-6.929949383,119732,Spain,ES,ESP,Andalucía
Albacete,Albacete,39.00034426,-1.869999839,127597,Spain,ES,ESP,Castilla-La Mancha
Toledo,Toledo,39.86703554,-4.016716351,53878.5,Spain,ES,ESP,Castilla-La Mancha
Guadalajara,Guadalajara,40.63370709,-3.166587363,51906.5,Spain,ES,ESP,Castilla-La Mancha
Santander,Santander,43.3804645,-3.799985394,196025.5,Spain,ES,ESP,Cantabria
Salamanca,Salamanca,40.97040489,-5.670000449,160456.5,Spain,ES,ESP,Castilla y León
Burgos,Burgos,42.35039817,-3.67996688,150251,Spain,ES,ESP,Castilla y León
Tarragona,Tarragona,41.12036989,1.249990599,107957.5,Spain,ES,ESP,Cataluña
Lorca,Lorca,37.68856386,-1.698511598,56541.5,Spain,ES,ESP,Región de Murcia
Cartagena,Cartagena,37.60042971,-0.980028322,166276.5,Spain,ES,ESP,Región de Murcia
Oviedo,Oviedo,43.35049217,-5.829990683,223524.5,Spain,ES,ESP,Principado de Asturias
Santiago de Compostela,Santiago de Compostela,42.88289797,-8.541091351,87721,Spain,ES,ESP,Galicia
Badajoz,Badajoz,38.8804291,-6.96997278,115638.5,Spain,ES,ESP,Extremadura
Logrono,Logrono,42.47036501,-2.429991497,123918.5,Spain,ES,ESP,La Rioja
San Sebastián,San Sebastian,43.32039064,-1.979993125,270498,Spain,ES,ESP,País Vasco
Alicante,Alicante,38.3512199,-0.483640721,296345,Spain,ES,ESP,Comunidad Valenciana
Castello,Castello,39.97041424,-0.05000757,176360,Spain,ES,ESP,Comunidad Valenciana
Arrecife,Arrecife,28.96904923,-13.53783283,47182.5,Spain,ES,ESP,
Cadiz,Cadiz,36.53499086,-6.225005332,153932.5,Spain,ES,ESP,Andalucía
Granada,Granada,37.16497825,-3.585011435,313269,Spain,ES,ESP,Andalucía
Murcia,Murcia,37.9799931,-1.12996749,368322.5,Spain,ES,ESP,Región de Murcia
Ceuta,Ceuta,35.88898378,-5.30699935,78674,Spain,ES,ESP,Ceuta
La Coruña,La Coruna,43.32997662,-8.419987632,306614.5,Spain,ES,ESP,Galicia
Ourense,Ourense,42.32996014,-7.869995363,113095,Spain,ES,ESP,Galicia
Pamplona,Pamplona,42.82000775,-1.649987428,233855.5,Spain,ES,ESP,Comunidad Foral de Navarra
Valladolid,Valladolid,41.65000165,-4.750030763,299373.5,Spain,ES,ESP,Castilla y León
Melilla,Melilla,35.30000165,-2.950011435,107384,Spain,ES,ESP,Melilla
Palma,Palma,39.57426271,2.65424597,319951,Spain,ES,ESP,Islas Baleares
Zaragoza,Zaragoza,41.65000165,-0.889982138,548955.5,Spain,ES,ESP,Aragón
Santa Cruz de Tenerife,Santa Cruz de Tenerife,28.46997927,-16.25000065,279125.5,Spain,ES,ESP,
Cordoba,Cordoba,37.87999921,-4.770003704,300512,Spain,ES,ESP,Andalucía
Vigo,Vigo,42.22001853,-8.729994549,335848.5,Spain,ES,ESP,Galicia
Bilbao,Bilbao,43.24998151,-2.929986818,614369.5,Spain,ES,ESP,País Vasco
Las Palmas,Las Palmas,28.09997601,-15.42999902,364718,Spain,ES,ESP,
Seville,Seville,37.40501528,-5.980007366,957533,Spain,ES,ESP,Andalucía
Valencia,Valencia,39.48501752,-0.400012046,806652,Spain,ES,ESP,Comunidad Valenciana
Barcelona,Barcelona,41.38329958,2.183370319,3250797.5,Spain,ES,ESP,Cataluña
Madrid,Madrid,40.40002626,-3.683351686,2808718.5,Spain,ES,ESP,Comunidad de Madrid
Trincomalee,Trincomalee,8.568999036,81.23300155,108420,Sri Lanka,LK,LKA,Trincomalee
Puttalan,Puttalan,8.033004084,79.82600454,45661,Sri Lanka,LK,LKA,Puttalam
Ratnapura,Ratnapura,6.693003132,80.38600257,47832,Sri Lanka,LK,LKA,Ratnapura
Batticaloa,Batticaloa,7.717008279,81.70001542,107982,Sri Lanka,LK,LKA,Batticaloa
Kilinochchi,Kilinochchi,9.400419738,80.39993974,64358.5,Sri Lanka,LK,LKA,Kilinochchi
Matara,Matara,5.948976663,80.5427734,68244,Sri Lanka,LK,LKA,Matara
Badulla,Badulla,6.983693867,81.0499259,44908.5,Sri Lanka,LK,LKA,Badulla
Moratuwa,Moratuwa,6.780398782,79.88002315,188595,Sri Lanka,LK,LKA,Colombo
Galle,Galle,6.030005309,80.24000118,96298,Sri Lanka,LK,LKA,Galle
Anuradhapura,Anuradhapura,8.349992898,80.38329993,89622.5,Sri Lanka,LK,LKA,Anuradhapura
Jaffna,Jaffna,9.675002461,80.00502844,169069,Sri Lanka,LK,LKA,Jaffna
Kandy,Kandy,7.279980691,80.67000077,111701,Sri Lanka,LK,LKA,Kandy
Sri Jawewardenepura Kotte,Sri Jawewardenepura Kotte,6.900003885,79.94999304,115826,Sri Lanka,LK,LKA,Colombo
Colombo,Colombo,6.931965758,79.85775061,217000,Sri Lanka,LK,LKA,Colombo
Ad Damazin,Ed Damazin,11.77040428,34.34998572,114030,Sudan,SD,SDN,Blue Nile
Haiya,Haiya,18.33623089,36.3841768,17409,Sudan,SD,SDN,Red Sea
El Manaqil,El Manaqil,14.2503821,32.97999182,140062,Sudan,SD,SDN,Gezira
Shendi,Shendi,16.68049217,33.42001664,120089.5,Sudan,SD,SDN,River Nile
Berber,Berber,18.01702557,33.98328975,35975.5,Sudan,SD,SDN,River Nile
Kerma,Kerma,19.63369692,30.4165824,3928,Sudan,SD,SDN,Northern
Ed Dueim,Ed Dueim,13.99039797,32.29998165,54825.5,Sudan,SD,SDN,White Nile
Umm Ruwaba,Umm Ruwaba,12.91043805,31.19999711,35999.5,Sudan,SD,SDN,North Kurdufan
En Nuhud,En Nuhud,12.69042564,28.42001176,84623.5,Sudan,SD,SDN,South Kordofan
Muglad,Muglad,11.03373089,27.73333533,17344,Sudan,SD,SDN,South Kordofan
Tokar,Tokar,18.43333091,37.73329342,47726,Sudan,SD,SDN,Red Sea
Medani,Medani,14.39995953,33.52001054,308540.5,Sudan,SD,SDN,Gezira
Gedaref,Gedaref,14.03998151,35.38000036,201282,Sudan,SD,SDN,Gedarif
EdDamer,EdDamer,17.58997154,33.95998368,94398.5,Sudan,SD,SDN,River Nile
Atbara,Atbara,17.70999005,33.97998246,138271,Sudan,SD,SDN,River Nile
Wadi Halfa,Wadi Halfa,21.80002464,31.34996212,17121,Sudan,SD,SDN,Northern
Merowe,Merowe,18.48330202,31.81665198,7405,Sudan,SD,SDN,Northern
Kosti,Kosti,13.16998293,32.66001135,274463,Sudan,SD,SDN,White Nile
Sennar,Sennar,13.54995974,33.60000565,103308,Sudan,SD,SDN,Sennar
El Fasher,El Fasher,13.62998069,25.35001827,220906,Sudan,SD,SDN,Northern Darfur
Kadugli,Kadugli,11.00995974,29.70003699,132298.5,Sudan,SD,SDN,South Kordufan
Babanusa,Babanusa,11.33335085,27.79999792,19700,Sudan,SD,SDN,South Kordofan
Geneina,Geneina,13.45001752,22.44001501,161145.5,Sudan,SD,SDN,West Darfur
Omdurman,Omdurman,15.61668113,32.48002234,2289428.5,Sudan,SD,SDN,Khartoum
El Obeid,El Obeid,13.18328961,30.21669796,331367.5,Sudan,SD,SDN,North Kurdufan
Port Sudan,Port Sudan,19.61579103,37.21642574,489725,Sudan,SD,SDN,Red Sea
Niyala,Niyala,12.05997316,24.88999467,392373,Sudan,SD,SDN,South Darfur
Dongola,Dongola,19.16659365,30.48329667,26404,Sudan,SD,SDN,Northern
Kassala,Kassala,15.45997235,36.39001623,370499,Sudan,SD,SDN,Kassala
Khartoum,Khartoum,15.58807823,32.53417924,3364323.5,Sudan,SD,SDN,Khartoum
Onverwacht,Onverwacht,5.599998125,-55.19999648,2105,Suriname,SR,SUR,Para
Groningen,Groningen,5.796998975,-55.48100346,3216,Suriname,SR,SUR,Saramacca
Brownsweg,Brownsweg,5.020015278,-55.1699506,3639,Suriname,SR,SUR,Brokopondo
Moengo,Moengo,5.630003885,-54.40999699,7420,Suriname,SR,SUR,Marowijne
Nieuw Amsterdam,Nieuw Amsterdam,5.909986795,-55.07000838,4935,Suriname,SR,SUR,Commewijne
Nieuw Nickerie,Nieuw Nickerie,5.950423603,-56.98999455,14567.5,Suriname,SR,SUR,Nickerie
Brokopondo,Brokopondo,5.040375792,-55.02001144,6170,Suriname,SR,SUR,Brokopondo
Totness,Totness,5.890427265,-56.31998377,1468,Suriname,SR,SUR,Coronie
Cottica,Cottica,3.850009175,-54.23328943,24605,Suriname,SR,SUR,Sipaliwini
Paramaribo,Paramaribo,5.83503013,-55.16703089,238963,Suriname,SR,SUR,Paramaribo
